Name,City,Rating,Latitude,Longitude
"Pondok R4 , Bantaeng",Bantaeng Regency,3.0,-5.5361012,119.9421544
Hotel SANG SURYA,Bulukumba,4.1,-5.560942799999999,120.1829347
Wisma Balla Basia,Bantaeng Regency,4.1,-5.552579499999999,119.9556615
Langit Topidi Resort,Gowa,4.5,-5.2848125,119.8853125
HOTEL BINAMU,Jeneponto,4.2,-5.679922299999999,119.7461446
Hotel Arini 2,Makassar,3.7,-5.5503024,120.1895217
JOGLOPARI Guesthouse (Bukan utk pasangan non-pasutri),Bantul,5.0,-7.8613028,110.3310346
Omah Cepit,Bantul,4.5,-7.8670012,110.340901
Tembi Homestay,Bantul,4.5,-7.872875799999999,110.354593
Huni Homestay Tembi,Bantul,4.8,-7.8752015,110.354374
Tirtodipuran Hotel,Yogyakarta,5.0,-7.8177724,110.3632301
Villa Blue Garden Yogyakarta,Bantul,4.4,-7.845596699999999,110.3134541
RAJAKLANA Resort And Spa Jogja,Bantul,4.5,-7.8401188,110.2871545
Villa Kayu Jogja,Bantul,4.6,-7.8419995,110.3227379
Villa Sallamjogja unit Mykonos,Bantul,4.8,-7.864286499999999,110.3495399
D'JIPANGAN HOME,Bantul,4.7,-7.850858799999999,110.3220443
Joglo Mandapa Boutique Hotel & Resto,Bantul,4.5,-7.831609299999998,110.3384567
The Zenn by Villa kitta jogja,Bantul,4.9,-7.8602475,110.3497066
Ros-In Hotel Yogyakarta,Sleman,4.4,-7.835662900000001,110.3679788
Dusun Jogja Village Inn,Yogyakarta,4.6,-7.824262800000001,110.3689732
Paddy D'sawah Guest house,Bantul,4.3,-7.9258044,110.3133315
Villa Bluesteps,Bantul Regency,4.5,-7.840719999999999,110.3184321
Budi Bambu Homestay Yogyakarta Bangunjiwo RedPartner,Bantul,4.6,-7.8440878,110.3275494
Astuti Gallery Homestay,Bantul,4.4,-7.852243700000001,110.3184023
dOmah Yogya Hotel,Bantul,4.5,-7.8714954,110.3534843
nextdoor nature,Bantul,4.8,-7.841313299999999,110.3171164
Wyndham Opi Hotel Palembang,Banyuasin Regency,4.6,-3.0368059,104.7906469
Green Hotel,Musi Banyuasin Regency,4.1,-2.5309879,104.1082827
Pavilion Hotel dan Resto,Musi Banyuasin Regency,4.7,-2.8685806,103.8356085
RedDoorz near Opi Mall Palembang 2,Banyuasin,4.0,-3.0430921,104.7848035
All Nite & Day Hotel Veteran Palembang,Palembang City,4.5,-2.9756029,104.7661986
Amaris Hotel Palembang,Palembang,4.4,-2.9628977,104.7361747
Opi Indah Hotel,Banyuasin,4.5,-3.0356087,104.7912025
Hotel Grand Lestari,Banyuasin,3.8,-2.8422968,104.223458
Sans Hotel Beauty Palembang,Palembang City,4.5,-2.938282000000001,104.722273
Hotel Merah Putih,Banyuasin Regency,4.2,-2.5352231,104.113058
Luminor Hotel Palembang,Palembang,4.4,-2.971717,104.751077
HOTEL QODRATULLAH,Banyuasin Regency,4.5,-2.9219626,104.481259
Hotel Twin Star,Banyuasin,3.9,-2.9137363,104.6780572
Sentra Hotel,Palembang,4.8,-2.9834869,104.7563425
Hotel Rid's,Palembang,4.6,-2.9151566,104.6992839
RumaRuma Hotel Kenten Palembang,Palembang,4.0,-2.9422308,104.7619877
HARPER Palembang,Palembang,4.9,-2.9523416,104.7574045
Algoritma Hotel Palembang,Palembang,4.4,-2.9699083,104.7699989
Rattanhaus R Signature,Palembang,4.5,-2.9811018,104.7198125
Urbanview Hotel Nugraha Palembang,Palembang,4.2,-2.9682588,104.7122911
Luminor Hotel Purwokerto,Banyumas,4.6,-7.425801499999999,109.231498
Java Heritage Hotel Purwokerto,Banyumas,4.6,-7.4155707,109.2387397
Hotel Grand Karlita Purwokerto,Banyumas,4.6,-7.437281599999999,109.2434807
Queen Garden Hotel,Banyumas,4.2,-7.3122075,109.2377989
ASTON Purwokerto Hotel & Convention Center,Banyumas,4.5,-7.417275600000001,109.2448404
Hadipriyanto Homestay,Banyumas,4.6,-7.513041800000001,109.2968925
Braga Hotel,Banyumas,4.6,-7.4459616,109.2757723
Hotel Akbar Syariah Banyumas RedPartner,Banyumas,4.0,-7.517500399999999,109.2916849
Meotel Purwokerto,Banyumas,4.4,-7.4179739,109.2546412
Hotel Soji Purwokerto,Banyumas,4.7,-7.4490278,109.2671033
COR Hotel Purwokerto,Banyumas,4.4,-7.4275775,109.2445436
Privato Suite Purwokerto,Banyumas,4.7,-7.426828,109.2658589
Sapphire Village Syariah Guesthouse,Banyumas,4.6,-7.371493699999999,109.2435323
"Bobocabin Baturraden, Purwokerto",Banyumas,4.5,-7.3075366,109.2351977
Urbanview Grand Lotus Hotel,Banyumas,5.0,-7.418205299999999,109.2509879
Surya Hotel & Resort Baturaden,Banyumas,4.3,-7.312206399999999,109.236044
OYO 3479 Hotel Intan,Banyumas,3.6,-7.563080999999999,109.2126728
Tirta Kencana Hotel,Banyumas,4.2,-7.318770300000001,109.2285888
Wisata Niaga Hotel,Banyumas,4.3,-7.425162199999999,109.2368949
ARON Hotel Purwokerto,Banyumas,4.3,-7.423806099999999,109.2273053
Luminor Hotel Banyuwangi,Banyuwangi,4.5,-8.183013299999999,114.3818954
éL Hotel Banyuwangi,Banyuwangi,4.6,-8.2594605,114.3370047
Hotel Santika Banyuwangi,Banyuwangi,4.5,-8.238242399999999,114.3569757
Hotel Blambangan,Banyuwangi,4.5,-8.213395199999999,114.3762106
ASTON Banyuwangi Hotel & Conference Center,Banyuwangi,4.7,-8.219941100000002,114.3530542
ILLIRA Hotel Banyuwangi,Banyuwangi,4.5,-8.1856482,114.3800841
Ndalem Mataram,Banyuwangi,4.9,-8.227873599999999,114.3612828
Urbanview Hotel Kumala Banyuwangi,Banyuwangi,4.0,-8.217901,114.3704438
Sans Borobudur Banyuwangi,Banyuwangi,4.0,-8.221288099999999,114.3594141
SNOOZE Ijen Hostel,Banyuwangi,4.9,-8.222095099999999,114.3637387
Banana Homestay,Banyuwangi,4.9,-8.2013946,114.3692808
RedDoorz Syariah near Mall Roxy Banyuwangi 2,Banyuwangi,4.3,-8.2196152,114.374934
Hotel Selamet,Banyuwangi,4.0,-8.2170953,114.3751805
RedDoorz near Pantai Boom,Banyuwangi,4.0,-8.2078676,114.376632
OYO 2668 Villa Kusuma Residence,Banyuwangi,4.5,-8.2432535,114.3566634
Mirah Hotel,Banyuwangi,4.2,-8.1727695,114.3855628
Thalia Homestay,Banyuwangi,4.6,-8.2187051,114.3645454
Welaran Homestay,Banyuwangi,4.2,-8.2143103,114.3680909
OYO 1291 Asipra House,Banyuwangi,4.7,-8.2248281,114.3617358
Penginapan Asiera,Banyuwangi,4.1,-8.2243877,114.3570721
Fovere Hotel Kuala Kapuas By Conary,Kapuas,4.5,-2.9937194,114.396096
Harper Hotel Banjarmasin,Banjarmasin,4.8,-3.3081828,114.5884137
ARIA BARITO Hotel,Banjarmasin,4.3,-3.3220072,114.5892922
Swiss-Belhotel Borneo Banjarmasin,Banjarmasin,4.5,-3.326694,114.595864
ASTON Banua Banjarmasin Hotel & Convention Center,Banjar,4.8,-3.390677,114.6542186
Pyramid Suites Hotel Banjarmasin,Banjarmasin,4.5,-3.3180996,114.5857846
Grand Mentari Hotel,Banjarmasin,4.1,-3.3242684,114.5907846
LEX Hotel Banjarmasin By Excelsior,Banjarmasin,4.6,-3.284235,114.5896791
FUGO Hotel Banjarmasin,Banjarmasin,4.5,-3.3231636,114.6034834
Treepark Hotel Banjarmasin,Banjarmasin,4.3,-3.3506091,114.6252247
Best World Kindai Hotel,Banjarmasin,4.6,-3.3386316,114.6185012
VICTORIA RIVER VIEW HOTEL,Banjarmasin,4.2,-3.3279608,114.5898358
Galaxy Hotel Banjarmasin,Banjarmasin,4.5,-3.3243483,114.6015319
Summer Bed 'n Breakfast Hotel,Banjarmasin,4.2,-3.3205023,114.5943208
QUEEN CITY HOTEL,Banjarmasin,4.1,-3.3249878,114.5672813
favehotel Ahmad Yani Banjarmasin,Banjarmasin,4.7,-3.3234008,114.6003477
Rattan Inn Hotel Banjarmasin,Banjarmasin City,4.5,-3.3471078,114.6221239
Zuri Express Banjarmasin,Banjarmasin,4.6,-3.3479382,114.6245782
Royal Jelita Hotel,Banjarmasin City,4.2,-3.3397799,114.6184702
Jelita Hotel,Banjarmasin,4.1,-3.3236723,114.6014419
Hotel PRF,Barito Selatan,4.7,-1.7234185,114.8394887
Hotel JK SYARIAH,Barito Selatan,4.3,-1.719343,114.8341244
GUEST HOUSE JK Residence syariah,South Barito Regency,4.3,-1.7149697,114.8560867
Mulya Kencana Hotel,Barito Selatan,3.6,-1.7211972,114.8411283
Hotel Linda,South Barito Regency,4.9,-1.7224808,114.8339969
Hotel Keluarga,South Barito Regency,3.9,-1.7211989,114.8326046
Afiat Jaya Hotel,South Barito Regency,3.8,-1.7234534,114.8391023
LUTFAN HOTEL,South Barito Regency,4.4,-1.7151233,114.854626
Hotel TIA,Barito Selatan,4.1,-1.7185446,114.8460552
Anna Hotel,South Barito Regency,3.4,-1.7174552,114.8339188
Guest House SW Syari'ah,Barito Selatan,5.0,-1.7186406,114.8328414
Losmen DAHLIA SYARIAH,Barito Selatan,4.3,-1.7162359,114.8344418
Hotel Chandra Barito Buntok,South Barito Regency,4.4,-1.7172317,114.8332928
Hotel Dita,Barito Selatan,3.8,-1.7208092,114.8312161
Pinang Indah Hotel,Barito Selatan,3.8,-1.71489,114.8577448
Penginapan ABBA,South Barito Regency,3.3,-1.5295475,115.1600305
Penginapan Banua Barito,Murung Raya,4.2,-0.6324668,114.566481
Saritha inn,Murung Raya,4.5,-0.6487320999999999,114.567065
Hotel Wahyu Perdana,East Barito Regency,3.8,-2.1109089,115.1646957
Hotel ADE,Barito Timur,3.8,-2.1133912,115.1681959
Hotel Wahyu Perdana,East Barito Regency,3.8,-2.1109089,115.1646957
Wisma MG,Barito Timur,4.1,-2.1120406,115.1665384
hotel puri ayudea,East Barito Regency,3.8,-2.124758,115.1825991
ASTON Tanjung City Hotel,Tabalong Regency,4.6,-2.1769314,115.4237175
Hotel Beza,Tabalong Regency,4.8,-2.1769232,115.4197622
Hotel Sesfer Nyarus,East Barito Regency,3.8,-1.8003478,115.1518475
Hotel ADE,Barito Timur,3.8,-2.1133912,115.1681959
Jelita Tanjung Hotel,Tabalong Regency,3.9,-2.1719661,115.3965103
Hotel Barito Kencana,Barito Timur,3.7,-1.7789644,115.14902
Hotel Watas Asri,Barito Timur,5.0,-2.1738465,115.2259397
Hotel Sapta,Barito Timur,3.7,-2.113755,115.168329
Hotel Indiana Syariah RedPartner,Tabalong,3.8,-2.1693822,115.3818373
Hotel Trio Pramana Tamiang Layang,Barito Timur,3.7,-2.0848649,115.1406995
Penginapan Losmen Dewi,East Barito Regency,3.7,-1.8005367,115.1520246
Hotel PRF,Barito Selatan,4.7,-1.7234185,114.8394887
Penginapan Banua Barito,Murung Raya,4.2,-0.6324668,114.566481
Hotel Linda,South Barito Regency,4.9,-1.7224808,114.8339969
Hotel Keluarga,South Barito Regency,3.9,-1.7211989,114.8326046
HOTEL GH SENYIUR SYARIAH,Barito Utara,4.6,-0.9460801,114.8988222
LUTFAN HOTEL,South Barito Regency,4.4,-1.7151233,114.854626
JnB Hotel Muara Teweh,Barito Utara,3.9,-0.946905,114.8972119
HOTEL GH SENYIUR SYARIAH,Barito Utara,4.6,-0.9460801,114.8988222
Nusantara Dua,Barito Utara,4.1,-0.9611004,114.8971379
Walet Hotel,Barito Utara,3.5,-0.9589671,114.9003328
Hotel Pasific,North Barito Regency,3.9,-0.9602497,114.9051518
Hotel Matahari,Barito Utara,3.3,-0.9589198,114.9005422
RIZ GUEST HOUSE,Barito Utara,4.2,-0.9459824,114.9004301
Hotel PRF,Barito Selatan,4.7,-1.7234185,114.8394887
Teweh Raya Wisma,Barito Utara,2.9,-0.936071,114.900899
Saritha inn,Murung Raya,4.5,-0.6487320999999999,114.567065
Hotel Linda,South Barito Regency,4.9,-1.7224808,114.8339969
Penginapan Banua Barito,Murung Raya,4.2,-0.6324668,114.566481
Hotel Keluarga,South Barito Regency,3.9,-1.7211989,114.8326046
Hotel Monita Melak RedPartner,Kutai Barat,3.9,-0.2356431,115.8169954
Hotel Family Q,Murung Raya Regency,3.9,-0.6540636,114.5810743
Hotel TIA,Barito Selatan,4.1,-1.7185446,114.8460552
Hotel JK SYARIAH,Barito Selatan,4.3,-1.719343,114.8341244
Penginapan ABBA,South Barito Regency,3.3,-1.5295475,115.1600305
Hotel Gita,Murung Raya Regency,3.6,-0.6432194,114.5659723
Pinang Indah Hotel,Barito Selatan,3.8,-1.71489,114.8577448
Hotel Mini Lagaligo,Barru,4.8,-4.4071448,119.6180838
Hotel D'Shining,Barru,4.4,-4.316009,119.6375074
Hotel Youtefa Barru,Barru Regency,4.0,-4.4212226,119.6172501
Pekkae Eco Lodge and Ecoriver Cafe,Barru Regency,4.5,-4.5422375,119.6606406
Hotel Borobudur Barru,Barru Regency,3.6,-4.4116024,119.6167104
HOTEL SAVIRA,Barru Regency,3.8,-4.4201762,119.6163511
AlRumi Syariah Guest House,Barru,4.1,-4.4045188,119.6208004
Penginapan Losmen Mini,Barru Regency,3.6,-4.4094788,119.6175077
Bukit Kenari Hotel & Restaurant,Parepare,4.0,-4.033388599999999,119.6305667
SPOT ON 92766 Penginapan Asoka Indah,Barru,3.7,-4.4043739,119.6225412
Kartini Penginapan,Barru,3.5,-4.4108392,119.614848
Penginapan Amelia,Barru Regency,4.4,-4.466977,119.609123
Grand buana hotel,Sidenreng Rappang,4.9,-3.8965382,119.9956897
Three Eight Front One Boutique Hotel Batu,Batu,4.5,-7.8678684,112.5103175
Hotel Youtefa,Parepare,4.0,-4.043067300000001,119.6242706
Citra Buana,Pangkajene and Islands Regency,3.5,-4.5710913,119.6007756
Mutya Rejeki Homestay Syariah Soppeng RedPartner,Soppeng Regency,4.6,-4.359855599999999,119.8808554
Batu Permai Hotel,Batu,4.2,-7.8678413,112.5098967
Hotel Baru Inn Batu RedPartner,Batu,3.9,-7.872855100000001,112.527521
Hotel Sumber - Batu,Batu,5.0,-7.872981999999999,112.5189888
Rayz UMM Hotel Malang,Malang,4.5,-7.9207036,112.5937484
Padi Heritage Resort,Malang,4.3,-7.932058,112.606717
Kapal Garden Hotel,Malang,4.7,-7.9151203,112.5870178
New Guesthouse Tatasurya Syariah,Malang,0.0,-7.9362037,112.6060398
OYO 1376 Kina Family Residence Syariah,Malang,2.8,-7.943295999999999,112.601376
Bwalk Hotel Malang,Malang,3.8,-7.9177526,112.5819391
Shanaya Resort Malang,Malang Regency,4.7,-7.9004853,112.6107756
OYO 1179 Mhs Inn,Malang,3.7,-7.9375352,112.6022275
Hotel Mutiara Baru,Batu,4.1,-7.8682309,112.5162501
Hotel Baru Inn Batu RedPartner,Batu,3.9,-7.872855100000001,112.527521
The Singhasari Resort & Convention Batu,Batu,4.7,-7.893131,112.550214
Baru Hotel,Batu,3.0,-7.879207,112.528129
Swiss-Belinn Malang,Malang,4.6,-7.955467899999999,112.6187277
Putri Utari Guest House,Malang,4.5,-7.916586700000001,112.5874737
Senyum World Hotel,Batu,4.6,-7.896527,112.5527418
Front One Budget Malang by Azana,Malang,4.5,-7.936591000000001,112.6257339
ZEN Rooms near Stasiun Kota Baru,Malang,4.3,-7.9790452,112.6371335
De Sapphire Hasanah Guesthouse Malang,Malang,4.4,-7.9262625,112.6251431
Tya Family Guest House,Malang,4.2,-7.9383559,112.5885009
Tlogomas Guest House,Malang,4.5,-7.933264599999998,112.6035974
Hotel Sendang Sari Batang Jateng,Batang,4.1,-6.906257999999999,109.724773
RedDoorz near Batang,Batang,3.7,-6.9168483,109.7496302
Kiyana Premiere Hotel Batang,Batang,0.0,-6.9125041,109.7419659
ASTON Pekalongan Syariah Hotel & Conference Center,Pekalongan,5.0,-6.8857994,109.669405
Parkside Mandarin Hotel Pekalongan,Pekalongan,4.1,-6.9060994,109.7004369
RedDoorz near Stasiun Batang,Batang,4.0,-6.919074800000001,109.7527182
Namira Syariah Hotel,Pekalongan,4.5,-6.889709799999999,109.6790198
RedDoorz Syariah near Pasar Batang,Batang,3.8,-6.908046499999999,109.7382117
Binumar Guest house,Pekalongan,4.6,-6.8838107,109.6788629
Hotel Santika Pekalongan,Pekalongan,4.5,-6.8888909,109.6640511
KHAS Pekalongan Hotel,Pekalongan,4.4,-6.8894324,109.6769442
Grand Dian Hotel Pekalongan,Pekalongan,4.4,-6.890924999999999,109.6328407
Hotel Yudhistira,Batang,3.5,-6.904704799999999,109.7124189
The Sidji Hotel,Pekalongan,4.5,-6.8896734,109.6787593
Howard Johnson By Wyndham Pekalongan,Pekalongan,4.4,-6.8887354,109.6634299
Nirwana Hotel,Pekalongan,4.4,-6.891634600000001,109.6803322
Hotel Dewi Ratih,Batang,3.8,-6.913176399999999,109.7446741
Guesthouse Berlian Batang Syariah near Kampung Kalisalak Park,Batang,2.4,-6.9137913,109.7206399
Amaris Hotel,Pekalongan,0.0,-6.9024415,109.6835837
Hotel Dafam Pekalongan,Pekalongan,4.4,-6.9015708,109.6643183
Penginapan/hotel TUGU MUDA,Batang Hari,4.5,-1.7142906,103.2650464
PENGINAPAN TUGU MUDA 2,Batang Hari Regency,4.3,-1.7320536,103.2189132
OYO 92748 Hotel Tepian Batang Hari,Jambi,3.6,-1.5820387,103.5564332
Penginapan Gemilang,Batang Hari,3.9,-1.7074599,103.2603766
PENGINAPAN DHILLA B&B (Bed & Breakfast),Batang Hari,4.1,-1.722931,103.1356936
Hotel Grand Ratu,Tebo,4.4,-1.3040829,102.1108473
Penginapan Amanah,Batang Hari,4.0,-1.6375516,102.8917094
OYO 92748 Hotel Tepian Batang Hari,North Labuhan Batu Regency,0.0,2.115354,99.545097
Hotel Swarnabhumi 2,Bungo,4.0,-1.4925306,102.1121046
Hotel Mutiara,Jambi,3.9,-1.620767,103.5544543
Batang Bungo Hotel,Bungo Regency,4.0,-1.4817412,102.1152736
OYO 91021 Steze Kost & Guest House Syariah,Muaro Jambi Regency,4.5,-1.6058872,103.5221147
Super OYO 731 Hotel Matahari 1 Syariah,Jambi,3.3,-1.6009407,103.6032838
Hotel Pusuk Nauli,Jambi,4.4,-1.6593062,103.5730323
Kursina Hotel,Jambi,3.8,-1.6103049,103.5781564
GN HOTEL,Tebo,4.7,-1.4815193,102.4448457
Hotel Swarnabhumi,Bungo,3.9,-1.4893903,102.1182901
Penginapan Riak Sungai,Tebo,4.0,-1.549204,102.7232056
Hotel One,Bungo Regency,3.8,-1.4896106,102.1169747
Hotel Alya,Tebo,3.4,-1.4635135,102.4142184
THE BATU Hotel & Villas,Batu,4.4,-7.8792199,112.5227611
Batu Paradise Resort Hotel,Batu,4.5,-7.877396,112.5337187
Hanoman Kota Batu,Batu,4.5,-7.860848700000001,112.5270144
Apple Green Hotel Batu,Batu,4.4,-7.8775531,112.5327902
Pondok Jatim Park Hotel & Café,Batu,4.2,-7.882196599999999,112.5254605
Gendhis Batu Boutique Hotel,Batu,4.6,-7.8701068,112.5235276
De'Lobby - Suite Hotel,Batu,4.5,-7.879513999999999,112.5339888
The Onsen Hot Spring Resort Songgoriti,Batu,4.3,-7.8633497,112.5002782
Horison Trunojoyo Batu,Batu,4.4,-7.8659894,112.5084367
Batusuki Hotel,Batu,4.1,-7.85948,112.52712
ASTON INN Batu,Batu,4.8,-7.8824991,112.5199289
Zam Zam Hotel & Convention,Batu City,4.3,-7.882768199999999,112.5179634
Hidden Paradiso Hotel,Batu,4.5,-7.8749913,112.5261882
Maniva Particael Resort,Batu,4.2,-7.8869642,112.5448492
Golden Hill by Golden Tulip,Batu,4.6,-7.8843909,112.5294171
Kampung Lumbung ECO Boutique,Batu,4.6,-7.8876425,112.5436879
Batu Wonderland Waterpark & Resort Hotel,Batu,4.4,-7.880350399999999,112.5331171
Three Eight Front One Boutique Hotel Batu,Batu,4.5,-7.8678684,112.5103175
éL Hotel Kartika Wijaya Batu,Batu,4.5,-7.867045,112.511201
Kusuma Agrowisata Resort & Convention Hotel,Batu,4.4,-7.883524100000001,112.5146977
Singapore City Hotel,Batu Bara Regency,4.1,3.1159902,99.5851256
Mariana inn Hotel dan Cafe,Batu Bara,4.4,3.3012057,99.3448055
Nasyauqi Hotel - Kuala Tanjung - Batu Bara-SUMUT,Batu Bara Regency,4.4,3.360131,99.3844152
HOTEL GRAND MALAKA TANJUNG TIRAM BATU BARA,Batu Bara,4.3,3.2118893,99.5741337
Wilgan Hotel,Batu Bara Regency,3.8,3.2992806,99.3514576
Hotel Pandowo Syariah Batubara,Batu Bara,4.8,3.3012511,99.3386154
Hotel Mutiara Inn,Batu Bara Regency,3.6,3.3004351,99.3489178
RedDoorz Syariah near Tugu Inalum Batu Bara,Batu Bara,4.5,3.3015091,99.3385262
Hotel Arkemo 3,Batu Bara,3.8,3.2625746,99.3777782
Hotel TARESO Sei Balai,Batu Bara Regency,3.9,3.084446,99.6019886
Hotel parna jaya,Batu Bara,4.5,3.2606244,99.3588726
KING HOTEL & KARAOKE,Batu Bara,5.0,3.2587558,99.3596565
Hotel Sorake,Batu Bara,4.0,3.0786028,99.6009491
PRIMA GRAHA HOTEL,Simalungun,3.7,3.1580034,99.3255085
MCA Hotel,Simalungun,4.0,3.1584951,99.3277223
Penginapan Batubara1,Asahan,3.4,2.9834241,99.6147725
OYO 1631 Hotel Apple,Simalungun,4.2,3.1610944,99.3244417
RedDoorz @ Sei Mangkei Perdagangan Simalungun,Simalungun,4.5,3.1583917,99.3277617
Hotel Boyli,Asahan Regency,3.7,2.9223668,99.7113402
ZENITH Premiere Hotel Baubau,Bau-Bau,4.3,-5.461004399999999,122.6201713
Calista Beach Hotel,Bau-Bau,3.9,-5.4551628,122.6076955
Nirwana Buton Villa,Bau-Bau,4.4,-5.5219536,122.5656548
BRAVO Hotel,Bau-Bau,4.9,-5.455327,122.608185
Hotel Galaxy Inn,Bau-Bau,3.9,-5.466614,122.6078711
Hotel Rosichan Bau Bau RedPartner,Bau-Bau,3.6,-5.465081,122.596467
RedDoorz @ Green Homestay Syariah Baubau,Bau-Bau City,4.0,-5.4830603,122.581514
RedDoorz @ Hotel Bravo Pantai Kamali Bau Bau,Bau-Bau,4.2,-5.455368399999999,122.6081878
Wisma Kahyangan,Bau-Bau,4.7,-5.4677596,122.5982659
THE GALTON HOTEL BAUBAU,Bau-Bau,4.4,-5.4563071,122.6079152
Lixxio Hotel,Bau-Bau,4.8,-5.4666296,122.607907
Hotel Hing Amimah RedPartner,Bau-Bau,3.6,-5.460840999999999,122.6150883
RedDoorz Near Lippo Plaza Buton,Bau-Bau,3.5,-5.463150199999999,122.6225948
Villa Adios,Bau-Bau City,4.1,-5.463665199999999,122.6191307
Wisma Mulia,Bau-Bau,3.9,-5.4556954,122.6074132
Grand Hanura Hotel,Bau-Bau,4.3,-5.4580562,122.6160545
Hotel Ratu Rajawali,Bau-Bau,3.8,-5.4600085,122.6200291
RedDoorz @ Sunset Resort Bau Bau,Bau-Bau,4.2,-5.4890813,122.5630287
Hotel Debora,Bau-Bau City,3.5,-5.4566846,122.607624
Hotel Lakamali,Bau-Bau City,3.8,-5.4780945,122.5820218
ASTON Imperial Bekasi Hotel & Conference Center,Bekasi,4.5,-6.246319,106.9923041
HARRIS Hotel & Conventions Bekasi,Bekasi,4.6,-6.2247417,107.001895
Horison Ultima Bekasi,Bekasi,4.6,-6.248272,106.990003
Hotel Santika Mega City Bekasi,Bekasi,4.5,-6.250120799999999,106.9936255
Amaris Hotel Bekasi Barat,Bekasi,4.2,-6.2532414,106.9916532
Ibis Styles Bekasi Jatibening,Bekasi,4.6,-6.252179600000001,106.9526984
Hotel Santika Premiere Kota Harapan Indah,Bekasi,4.5,-6.1847218,106.9760118
Hotel Amaroossa Grande Bekasi,Bekasi,4.4,-6.2505013,106.992084
Shero Transpark Bekasi,Bekasi,5.0,-6.2505882,107.0173347
Yusra Inn Hotel Bekasi,Bekasi,4.4,-6.256565999999999,106.990223
Hotel 88 Bekasi,Bekasi,4.3,-6.2612823,107.0015664
Amaris Hotel Kalimalang Bekasi,Bekasi,4.6,-6.248767099999999,106.9830817
Avenzel Hotel and Convention Cibubur,Bekasi,4.6,-6.3746215,106.9175661
Hotel Ciputra Cibubur managed by Swiss-Belhotel International,Bekasi,4.6,-6.3826027,106.9257116
"Grand Caman Hotel, Jatibening, Bekasi",Bekasi,4.3,-6.2640977,106.9447949
Hotel Merapi Merbabu,Bekasi,4.3,-6.2620005,107.0010202
Versa Hotel,Bekasi,4.4,-6.2568546,107.0212551
Hotel Fastrooms Bekasi,Bekasi,4.1,-6.2444444,106.9936111
Ahmad Yani - Bekasi,Bekasi,4.3,-6.256923500000001,106.9903515
The Green Hotel,Bekasi,4.1,-6.2439998,106.9911319
Sheraton Belitung Resort,Belitung,4.6,-2.5684979,107.6574551
Fairfield by Marriott Belitung,Belitung,4.6,-2.7254853,107.6297635
Swiss-Belresort Belitung,Belitung Regency,4.7,-2.590769,107.6441345
Hotel Santika Premiere Beach Resort Belitung,Belitung Regency,4.6,-2.557421,107.7451669
BW Suite Belitung,Belitung Regency,4.4,-2.7280986,107.6290746
Golden Tulip Belitung,Belitung,4.5,-2.7390868,107.6267614
Ashamaya Belitung Eco Lodge,Belitung Regency,5.0,-2.5744,107.7645
Havana Mutiara Hotel Belitung,Belitung,4.3,-2.7410395,107.6324558
BW Inn Belitung,Belitung,4.6,-2.7387843,107.6372113
La Lucia Hotel by Prasanthi,Belitung,4.5,-2.7204155,107.6299171
Lorin Beach Resort Belitung,Belitung Regency,4.3,-2.5617257,107.701589
Arumdalu Private Resorts,Belitung,4.5,-3.230796,107.647828
Dafam Resort Belitung,Belitung Regency,4.8,-2.561076,107.6703241
MaxOneHotels.com @ Belstar Belitung,Belitung Regency,4.4,-2.7359488,107.6433344
Grand Hatika Hotel,Belitung,4.3,-2.740504,107.6261073
Billiton Hotel,Belitung,4.4,-2.7399945,107.6323317
HOTEL HANGGAR 21,Belitung,4.1,-2.7563635,107.7304069
Eco Beach Tent by Billiton,Belitung Regency,4.5,-2.5576767,107.6655838
Bahamas Hotel & Resort Belitung,Belitung Regency,4.1,-2.7213017,107.6298412
OYO 358 Hotel Martani,Belitung,4.2,-2.7424175,107.6330433
Guest Hotel,Belitung Timur,4.2,-2.8530306,108.2879974
Hotel Simpang Empat,Belitung Timur,3.8,-2.8652742,108.2732605
OYO 539 Omah Andini Syariah,East Belitung Regency,4.1,-2.8740714,108.2785229
OYO 515 Oasis Hotel,Belitung Timur,3.7,-2.8714581,108.2572436
Purnama Hotel,Belitung Timur,3.9,-2.9690472,108.1666131
Golden Tulip Belitung,Belitung,4.5,-2.7390868,107.6267614
BAN LE INN Penginapan & Karaoke,Belitung Timur,4.6,-2.9443618,108.1822992
Dafam Resort Belitung,Belitung Regency,4.8,-2.561076,107.6703241
Ashamaya Belitung Eco Lodge,Belitung Regency,5.0,-2.5744,107.7645
Hotel Puri Indah,Belitung Timur,4.0,-2.8509752,108.2883717
BW Inn Belitung,Belitung,4.6,-2.7387843,107.6372113
Hotel Santika Premiere Beach Resort Belitung,Belitung Regency,4.6,-2.557421,107.7451669
Fairfield by Marriott Belitung,Belitung,4.6,-2.7254853,107.6297635
Sheraton Belitung Resort,Belitung,4.6,-2.5684979,107.6574551
Swiss-Belresort Belitung,Belitung Regency,4.7,-2.590769,107.6441345
Billiton Hotel,Belitung,4.4,-2.7399945,107.6323317
Joyful Hotel,Belitung,4.6,-2.7366439,107.6366844
Arumdalu Private Resorts,Belitung,4.5,-3.230796,107.647828
Urbanview Hotel Belitung Lodge Resto & Club House,Belitung Regency,4.7,-2.6410582,107.718066
BW Suite Belitung,Belitung Regency,4.4,-2.7280986,107.6290746
Hotel King Star,Belu,4.1,-9.1145038,124.8908268
